Year,Country Name,Country Code,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Diabetes prevalence (% of population ages 20 to 79),"Government expenditure on education, total (% of GDP)",Income share held by highest 10%,Income share held by lowest 10%,Income share held by second 20%,"Life expectancy at birth, total (years)",Prevalence of undernourishment (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)",population(in thousand),all_causes(in thousand),diabetes_mellitus(in thousand),%death by diabetes,alzheimer_and_other_dementia (in thousand),%death by alzheimer_and_other_dementia,cardiovascular_diseases (in thousand),%death by cardiovascular_diseases,asthma (in thousand),%death by asthma,kidney_diseases (in thousand),%death by kidney_diseases,Income_share_bottom 40%,Income_share_top 10%
2015,Puerto Rico,PRI,,,,,13,6.072659969,,,,80.677,,12,3521.816,29.96009665,2.204319121,7.357516721,2.855050471,9.529510217,7.457417596,24.89116669,0.096337236,0.32155182,1.877813398,6.267714755,9.815999985,39.13499832
2019,Puerto Rico,PRI,,,,,13,6.072659969,,,,81.438,,8.3,3288.031,29.91626282,2.248379181,7.515575039,2.804331924,9.373937986,7.234623238,24.18291109,0.099366577,0.332149029,2.023014061,6.762255277,9.815999985,39.13499832
2020,Puerto Rico,PRI,,,,,13,6.072659969,,,,80.009,,8.89,3275.814,31.98551281,2.296123107,7.178634656,2.82717222,8.838914784,7.281792156,22.76590718,0.10002621,0.312723483,2.082335172,6.51024476,9.815999985,39.13499832
2021,Puerto Rico,PRI,,,,,13.3,6.072659969,,,,79.77,,7.9,3253.209,33.59612155,2.268690641,6.752834959,3.312382846,9.859420353,7.472279034,22.24149303,0.086260562,0.2567575,2.19303888,6.527654917,9.815999985,39.13499832
2000,Qatar,QAT,6.509563216,18.80219743,74.68823994,1.97258496,19.8,3.725980043,25.8,2.6,11.6,75.25,,0.87,645.009,1.96510299,0.135004318,6.870088659,0.015253269,0.776207094,0.755713519,38.45668765,0.014003055,0.712586306,0.064965046,3.305935955,16.32299995,27.08699989
2010,Qatar,QAT,5.709200345,25.82387555,68.46692477,1.87017763,19.8,4.539659977,25.8,2.6,11.6,79.444,,0.45,1709.253,3.5803154,0.321657873,8.984065295,0.03542995,0.989576227,1.094774203,30.5775911,0.016908493,0.472262653,0.146756216,4.098974512,16.15800095,27.26499939
2015,Qatar,QAT,5.682598256,22.33821987,71.97918372,3.63581347,19.8,3.605350018,25.8,2.6,11.6,81.785,,0.17,2427.356,3.946507371,0.36716096,9.303440383,0.053996565,1.368211443,1.092402123,27.68022507,0.014252265,0.361136162,0.188151219,4.767537497,16.6760006,26.38999939
2019,Qatar,QAT,4.950485728,18.15950523,76.89000924,3.18468714,19.8,2.803780079,25.8,2.6,11.6,82.945,,0.1,2797.944,4.155121679,0.399763017,9.620970173,0.064191069,1.544866161,1.160416137,27.92736837,0.014618943,0.35182947,0.213688442,5.142772176,18.46299934,25.62899971
2020,Qatar,QAT,4.950485728,18.15950523,76.89000924,3.81872201,19.8,3.233669996,25.8,2.6,11.6,80.409,,0.14,2803.397,4.507496025,0.416488288,9.239903618,0.068754853,1.525344718,1.185982784,26.31134397,0.014443064,0.320423223,0.217179882,4.818193535,18.52700043,25.5189991
2021,Qatar,QAT,4.950485728,18.15950523,76.89000924,2.8927927,19.5,3.233669996,25.8,2.6,11.6,81.083,,0.14,2814.996,4.806486194,0.425719929,8.857196545,0.073129674,1.521478917,1.158356069,24.0998522,0.014635363,0.30449193,0.222142705,4.621727719,18.54899979,25.58799934
2000,Romania,ROU,4.662616923,5.490081669,89.84730209,4.20876169,7.7,2.868629932,29,1.7,10.8,71.16341463,2.5,6.969,22046.267,253.8751178,1.779438968,0.700911134,0.302230878,0.119047066,154.9778691,61.04492258,0.538924812,0.212279493,2.241491618,0.882911109,19.83600044,25.54000092
2010,Romania,ROU,3.473531272,4.435588092,92.09088133,5.63998747,7.7,3.417170048,25,1.9,11.8,73.45853659,2.5,6.959,20432.578,258.02918,2.315116662,0.897230562,1.187673531,0.460286519,155.3165841,60.1934185,0.316321386,0.122591323,2.812893104,1.090145349,17.75,25.79999924
2015,Romania,ROU,4.097719052,3.653258521,92.24902514,4.94295502,7.7,3.106950045,24.8,1.6,11.8,74.91219512,2.5,6.812,19871.017,259.0728601,2.292781004,0.88499467,2.005828688,0.774233429,151.7477313,58.57338018,0.269067682,0.103857919,4.085306331,1.57689475,15.71199989,28.26300049
2019,Romania,ROU,5.327697619,3.635158809,91.03714616,5.7142148,7.7,3.566950083,24.5,1.7,12.1,75.60731707,2.5,3.912,19501.545,254.7140821,2.602359052,1.021678515,2.433336897,0.955320914,141.1921523,55.43162399,0.199257038,0.078227727,5.411620211,2.124586189,17.18000031,24.95999908
2020,Romania,ROU,5.327697619,3.635158809,91.03714616,6.22618055,7.7,3.589260101,24.2,1.7,12.3,74.25365854,2.5,5.035,19392.456,292.1027405,2.679977787,0.917477796,2.798962894,0.958211789,144.5027106,49.46982364,0.207177954,0.070926399,5.662988027,1.938697329,17.5340004,24.63500023
2021,Romania,ROU,5.327697619,3.635158809,91.03714616,6.46980715,6.5,3.324529886,24,1.9,12.4,72.8097561,2.5,5.59,19248.167,327.901227,2.812305969,0.857668632,2.958634457,0.902294415,143.8271619,43.86295325,0.210060682,0.064062182,6.068648835,1.850755147,17.47200012,24.38199997
2000,Russian Federation,RUS,4.278017159,12.58700543,83.13497702,5.01989794,9.7,2.93979001,27.5,2.2,11.4,65.48365854,4.1,10.581,146717.789,2215.357424,10.03963408,0.453183489,29.72201509,1.341635204,1255.411519,56.66857661,6.818987772,0.307805309,11.34395476,0.512059798,15.25199986,32.71300125
2010,Russian Federation,RUS,4.230898733,9.430328723,86.33877144,4.97111797,9.7,3.847624302,27.5,2.2,11.4,68.84121951,2.5,7.407,143934.466,2025.692528,8.18265672,0.403943669,37.0476655,1.828888886,1197.130824,59.09736091,2.38445884,0.117710798,9.018261834,0.445194012,18.81200027,25.97299957
2015,Russian Federation,RUS,4.11293123,8.244743665,87.64232585,5.29604387,9.7,3.834029913,26.8,2.2,11.4,71.18341463,2.5,5.615,145307.614,1874.956855,24.64549948,1.314456885,44.11429891,2.352816748,1032.181394,55.05094108,1.827753737,0.097482442,11.88454051,0.633856746,18.11800003,27.10700035
2019,Russian Federation,RUS,3.903452971,6.791217235,89.30532989,5.64849091,9.7,3.695614338,26.9,2.5,11.7,73.08390244,2.5,4.513,146533.063,1784.328199,38.57582933,2.161924548,50.69914356,2.841357526,959.5962217,53.77913225,1.327286463,0.074385781,14.186712,0.795073015,18.80800056,26.08699989
2020,Russian Federation,RUS,3.903452971,6.791217235,89.30532989,8.04076004,9.7,4.016418457,25.7,2.9,12.1,71.33878049,2.5,5.62,146371.287,2158.807814,34.70681886,1.607684512,47.91162091,2.219355545,870.2521307,40.31170006,1.180475411,0.05468182,12.96418215,0.600525071,18.78800011,26.58699989
2021,Russian Federation,RUS,3.903452971,6.791217235,89.30532989,6.97584295,5.6,3.994807005,26.6,2.7,11.8,69.9002439,2.5,4.749,145836.172,2453.067842,37.91146074,1.545471352,50.5008584,2.058681686,910.1118406,37.10096497,1.254081764,0.051122996,14.00752666,0.571020761,19.88800049,25.53700066
2000,Rwanda,RWA,62.72047796,7.338767808,29.94075432,3.57583427,3.1,3.434180021,40.8,2,8.9,47.798,37.7,11.731,8213.935,127.3896078,1.603842597,1.259005836,0.274830971,0.215740496,10.90295624,8.558748571,0.925145134,0.726232814,1.474585075,1.157539536,8.713000298,49.95000076
2010,Rwanda,RWA,49.67380274,10.99530269,39.33089444,8.08192921,3.1,4.631269932,39.8,2.3,9.1,62.804,35.7,11.673,10317.566,70.39359478,1.517328082,2.155491684,0.535882379,0.761265823,9.037172935,12.83806142,0.582869352,0.828014755,1.372184048,1.949302422,8.510000229,50.58200073
2015,Rwanda,RWA,42.22740639,11.36213187,46.41046082,6.65067434,3.1,3.647119999,37.9,2.4,9.6,65.419,34.7,11.838,11640.031,68.35537868,1.889278373,2.763905943,0.747953382,1.094212916,10.85383224,15.87853429,0.626618162,0.916706445,1.749982803,2.56012451,9.555999756,47.90200043
2019,Rwanda,RWA,38.18091588,11.42639432,50.39268806,6.26708555,3.1,3.238680601,35.6,2.4,9.8,66.691,34.9,11.236,12776.117,73.83693874,2.291299136,3.103188153,0.907553277,1.229131776,12.82635195,17.37118598,0.69677202,0.943663201,2.160210046,2.925649522,9.68900013,46.72000122
2020,Rwanda,RWA,38.18091588,11.42639432,50.39268806,7.48696899,3.1,3.33394289,35.6,2.4,9.8,66.953,34.7,11.829,13065.844,73.7588356,2.392976219,3.244324832,0.958285271,1.299214208,13.27288709,17.99497916,0.691264786,0.937195904,2.23676535,3.032538857,9.68900013,46.72000122
2021,Rwanda,RWA,38.18091588,11.42639432,50.39268806,7.30378389,6.5,5.589849949,35.6,2.4,9.8,66.85,33.2,15.775,13355.269,79.49142804,2.639898624,3.32098528,1.016132669,1.278292131,14.5692258,18.32804638,0.751580723,0.945486503,2.470692059,3.108123882,9.68900013,46.72000122
2000,Samoa,WSM,14.1259807,9.389483259,76.48453677,4.28232527,7.7,3.630959988,32.5,2.5,10.6,70.791,3.1,4.734,181.717,1.03984407,0.072309733,6.953901519,0.013919994,1.338661659,0.360010581,34.62159292,0.018669686,1.795431294,0.031886882,3.066506082,16.20100021,33.94900131
2010,Samoa,WSM,12.00502886,8.051664131,79.94330737,5.15268326,7.7,5.116590023,34,2.7,10,71.451,4.1,5.621,193.058,1.174666259,0.089180234,7.591963537,0.020146844,1.715112193,0.429467839,36.56083896,0.019270173,1.640480696,0.040539559,3.451155452,16.21100044,34.43199921
2015,Samoa,WSM,11.03504568,7.969266061,80.99568918,6.21438408,7.7,4.615190029,31.3,2.7,11,71.06,4.5,8.9,201.818,1.297547534,0.10332803,7.963332915,0.022061172,1.700220712,0.486084198,37.46176422,0.020252786,1.560851215,0.047436141,3.655830727,16.96100044,33.01399994
2019,Samoa,WSM,10.36586606,7.882757377,81.75137621,5.64748573,7.7,4.39581728,31.3,2.7,11,70.269,4.5,7.838,209.812,1.394307574,0.117078163,8.396867721,0.02360516,1.692966483,0.520053673,37.29834671,0.020035308,1.436936069,0.054916662,3.93863326,16.96100044,33.01399994
2020,Samoa,WSM,10.36586606,7.882757377,81.75137621,6.18667269,7.7,4.481005192,31.3,2.7,11,70.727,4.4,7.435,211.975,1.423730667,0.121652923,8.544658477,0.025337479,1.779653916,0.538019427,37.78941058,0.020161448,1.41609989,0.056394845,3.961061364,16.96100044,33.01399994
2021,Samoa,WSM,10.36586606,7.882757377,81.75137621,6.81255674,9.2,5.204488277,31.3,2.7,11,71.096,5.1,6.612,213.808,1.427076903,0.123455818,8.650957641,0.025235465,1.7683325,0.539232734,37.78582173,0.020059306,1.405621959,0.057247736,4.011538294,16.96100044,33.01399994
2000,Sao Tome and Principe,STP,57.34689309,5.80295603,36.85015022,9.31892776,5.5,2.720580101,24.5,3.3,12.3,61.207,15.4,14.4,144.05,1.216654965,0.009368244,0.770000051,0.006776886,0.557009698,0.177731589,14.60821633,0.021039889,1.729322539,0.036798381,3.024553582,13.19900036,38.20700073
2010,Sao Tome and Principe,STP,40.25520308,10.228034,49.51676247,5.80827904,5.5,9.988269806,24.2,3.5,12.7,63.867,16.5,14.626,181.838,1.037431091,0.011581257,1.116339853,0.008262136,0.796403398,0.200977779,19.37263886,0.019809079,1.909435673,0.046241975,4.457353866,13.88399982,37.92399979
2015,Sao Tome and Principe,STP,35.13556342,11.02347989,53.84095705,6.53226852,5.5,4.697949886,24.2,3.5,12.7,66.023,18.1,10.594,200.326,1.020757932,0.013480845,1.320670075,0.009743148,0.954501349,0.230719382,22.60275184,0.020584915,2.016630469,0.054006725,5.290845469,11.47599983,42.79600143
2019,Sao Tome and Principe,STP,30.9546637,11.41488737,57.63044977,5.48078823,5.5,5.899310589,32.8,2.6,10.4,68.043,16.3,8.831,213.421,1.036655558,0.017009043,1.640761321,0.012244483,1.18115245,0.272016534,26.2398182,0.022361674,2.157097768,0.067211738,6.483516886,10.51200008,44.74399948
2020,Sao Tome and Principe,STP,30.9546637,11.41488737,57.63044977,7.32044411,5.5,5.015238285,32.8,2.6,10.4,67.979,15.5,9.686,217.454,1.093958946,0.01718785,1.571160407,0.012460408,1.139019675,0.270934359,24.76641011,0.021730211,1.986382635,0.067280491,6.150184238,10.51200008,44.74399948
2021,Sao Tome and Principe,STP,30.9546637,11.41488737,57.63044977,7.85889721,5.5,5.516176224,32.8,2.6,10.4,68.026,15.7,9.6,221.989,1.119226645,0.016518753,1.475907797,0.012426076,1.110237678,0.262316367,23.43728755,0.021204054,1.894527244,0.066291542,5.922977509,10.51200008,44.74399948
2000,Saudi Arabia,SAU,15.1681197,15.3216473,69.51023282,4.21160603,19.6,5.90982008,,,,72.607,5,4.57,16177.732,63.89863673,2.534946764,3.967137475,0.708419656,1.108661612,19.006571,29.74487715,0.129638298,0.202881164,3.232423567,5.058673757,16.32299995,27.08699989
2010,Saudi Arabia,SAU,9.831446075,17.78457307,72.38398096,3.64786696,19.6,5.13781023,,,,75.616,7.8,5.55,25157.141,73.52562112,3.145141691,4.277613222,0.978449048,1.33075931,23.722289,32.26397634,0.095658413,0.130102149,4.573342256,6.22006613,16.15800095,27.26499939
2015,Saudi Arabia,SAU,7.953879567,20.09746037,71.94865985,5.86202717,19.6,5.13781023,,,,77.776,4.2,5.6,29974.951,73.61908746,3.342610731,4.540413154,1.19185653,1.618950426,22.68816807,30.81832287,0.068478665,0.093017541,5.071838658,6.889298459,16.6760006,26.38999939
2019,Saudi Arabia,SAU,7.13055653,19.4592223,73.4102211,5.46743679,19.6,5.13781023,,,,78.313,4.3,5.636,30472.812,78.14632645,4.359165776,5.578209462,1.470333905,1.881513785,27.25542577,34.8774242,0.073436,0.093972427,6.815688271,8.72170015,18.46299934,25.62899971
2020,Saudi Arabia,SAU,7.13055653,19.4592223,73.4102211,6.64630127,19.6,5.13781023,,,,77.596,4,7.66,30991.217,86.77108759,4.112078407,4.738996042,1.325484124,1.527564262,25.4519116,29.33224915,0.06805361,0.078428901,6.307377847,7.268985583,18.52700043,25.5189991
2021,Saudi Arabia,SAU,7.13055653,19.4592223,73.4102211,5.93034029,18.7,5.13781023,,,,77.089,3.5,6.621,31328.382,85.46554055,4.297607215,5.028467833,1.431726429,1.675209003,26.2156544,30.67394676,0.0671447,0.078563476,6.610893291,7.735156472,18.54899979,25.58799934
2000,Senegal,SEN,63.79733302,8.041015759,28.1616498,3.55015373,3.2,2.463350058,33.4,2.7,10.3,57.615,24.4,2.668,9968.27,102.5107142,1.455033798,1.419396801,0.335030788,0.326825142,13.27998467,12.95472846,0.58373988,0.569442799,1.683590194,1.642355345,10.71199989,44.77799988
2010,Senegal,SEN,51.82296728,10.46733989,37.7096936,4.02764368,3.2,0.544770002,30,2.4,10.7,64.221,10.9,2.803,12635.425,89.10076422,2.168053157,2.433259889,0.554080122,0.621857878,16.39966098,18.40574672,0.653149438,0.733045832,2.147824165,2.41055639,10.3210001,43.12599945
2015,Senegal,SEN,46.8270114,11.07207378,42.10091453,4.37789631,3.2,5.45637989,31,2.3,10.3,66.451,9.6,6.757,14593.336,89.75794355,2.577317663,2.871408993,0.659636747,0.734906261,18.37773538,20.47477321,0.756816195,0.843174615,2.511298863,2.797856951,10.70300007,43.2820015
2019,Senegal,SEN,43.75460785,11.33505195,44.91034078,4.49531031,3.2,5.035270214,30.8,3,10.8,67.668,5.6,2.863,16352.926,90.01290836,2.850780011,3.167079103,0.741619154,0.823903113,20.2084595,22.45062389,0.800940748,0.889806542,2.782886321,3.091652489,11.40200043,43.13100052
2020,Senegal,SEN,43.75460785,11.33505195,44.91034078,5.15119171,3.2,5.686979771,30.8,3,10.8,67.496,4.7,3.437,16789.227,93.49677572,3.038655769,3.250011293,0.785079407,0.839686076,21.45319358,22.94538332,0.81339788,0.869974257,2.929221389,3.132965139,11.64500046,42.61700058
2021,Senegal,SEN,43.75460785,11.33505195,44.91034078,4.44256258,3.1,5.612010002,28.8,3,11.5,66.868,4.5,3.44,17220.88,100.4608187,3.04272692,3.028769782,0.790854654,0.787226965,21.18401576,21.08684364,0.807769904,0.804064624,2.918533438,2.905145983,11.88899994,42.10300064
2000,Serbia,SRB,2.678388599,4.596528266,92.72508155,6.18357754,7.7,4.209839821,28.6,1.3,10.9,71.58292683,3.6,12.6,7694.605,107.996039,2.531010606,2.343614295,0.125889889,0.116568987,65.83974689,60.96496457,0.720916613,0.667539866,1.873091779,1.734407851,20.97200012,26.31299973
2010,Serbia,SRB,1.682840965,3.48539783,94.83176079,9.5273037,7.7,3.900932312,28.6,1.3,10.9,74.33658537,2.5,19.204,7395.873,104.742249,3.064484444,2.925738632,0.895343269,0.854806229,58.88028505,56.21445558,0.308113677,0.294163701,2.570450244,2.454072036,18.30800056,24.40800095
2015,Serbia,SRB,2.594807102,3.107174919,94.29801862,8.8132,7.7,3.847684383,29.2,1.1,10.9,75.28780488,2.5,17.66,7177.255,106.4478349,2.917134063,2.740435319,1.914795725,1.79881134,58.02351183,54.50886989,0.32546168,0.305747581,3.135089156,2.945188278,18.18099976,25.50099945
2019,Serbia,SRB,2.709732238,2.374386629,94.91588419,8.66552734,7.7,3.616470098,26,2.1,12.5,75.93658537,2.5,10.395,6966.159,102.9024203,3.02818414,2.942772512,2.240222802,2.177036065,52.81197651,51.32238517,0.325666655,0.316481045,3.359016804,3.264273856,20.20400047,23.10499954
2020,Serbia,SRB,2.709732238,2.374386629,94.91588419,8.70042229,7.7,3.616470098,27.1,2.3,12.4,74.47804878,2.5,9.011,6907.818,118.0212141,3.387286711,2.870065977,2.439120201,2.066679469,55.32099137,46.87376909,0.415826503,0.352331999,3.466229547,2.93695466,18.84000015,25.97999954
2021,Serbia,SRB,2.709732238,2.374386629,94.91588419,10.00950623,9.1,3.298670053,25.9,2.5,12.9,72.7804878,2.5,9.843,6835.437,137.8265286,3.389014808,2.458898764,2.441212151,1.771220806,56.15473372,40.74305164,0.33503401,0.243083834,3.610008409,2.61924061,19.77000046,23.64999962
2000,Seychelles,SYC,12.30757124,8.648056713,79.04437074,4.61071777,12.1,3.979164839,39.9,1.9,9.8,72.77804878,2.6,,83.367,0.59779137,0.013580691,2.271811071,0.013526322,2.262716233,0.212978459,35.62755666,0.006943203,1.161475967,0.027683857,4.631023244,10.73700047,43.24900055
2010,Seychelles,SYC,13.60871454,8.291537995,78.09974828,5.35168219,12.1,3.548263311,39.9,1.9,9.8,73.19756098,3.8,,95.025,0.696233579,0.020309114,2.916997232,0.016246163,2.333435753,0.237230735,34.07344064,0.006526854,0.937451799,0.039977293,5.741936892,12.90799999,41.46699905
2015,Seychelles,SYC,14.42450289,7.976056805,77.59944215,4.30914021,12.1,4.914609909,39.9,1.9,9.8,74.29512195,3.9,,107.278,0.775401012,0.025179699,3.247313152,0.01725551,2.22536596,0.253363126,32.67510906,0.006606961,0.852070269,0.048152623,6.210028391,16.69599915,34.5359993
2019,Seychelles,SYC,13.48508641,7.534261061,78.98065381,4.35729456,12.1,4.050551414,23.9,2.6,12.6,74.04634146,2.5,,117.704,0.892430208,0.031225489,3.498927825,0.020082521,2.250318332,0.293290489,32.86424933,0.007420485,0.831491959,0.060404882,6.768583258,19.68799973,23.86800003
2020,Seychelles,SYC,13.48508641,7.534261061,78.98065381,6.03121805,12.1,4.891200542,23.9,2.6,12.6,77.23658537,2.5,,120.339,0.647248193,0.021298045,3.290552957,0.015361832,2.373406736,0.203500522,31.4408792,0.005191027,0.802014836,0.043188273,6.672598424,19.68799973,23.86800003
2021,Seychelles,SYC,13.48508641,7.534261061,78.98065381,5.20266438,8.5,5.623589993,23.9,2.6,12.6,73.39756098,2.5,,123.035,0.929401805,0.028582514,3.075366792,0.022346729,2.404420653,0.264929223,28.5053484,0.00674351,0.725575259,0.053727418,5.780860074,19.68799973,23.86800003
2000,Sierra Leone,SLE,74.62502341,6.706531361,18.66844288,8.48961735,3.2,4.949369907,31.9,2.7,10.4,44.834,50.1,4.08,4423.621,75.05890896,0.555421371,0.739980608,0.159901082,0.213034114,6.985806594,9.307098505,0.297430097,0.396262218,0.564815882,0.752496792,7.953000069,46.31499863
2010,Sierra Leone,SLE,67.87886628,6.622908604,25.498224,9.12688351,3.2,2.588510513,31.9,2.7,10.4,51.927,27.1,4.413,6222.727,77.34597592,0.947236651,1.224674768,0.21939532,0.283654472,10.22520546,13.2200872,0.430469667,0.556550825,0.84796914,1.096332589,12.49400043,40.4280014
2015,Sierra Leone,SLE,65.28889061,7.509998384,27.20111011,19.65816307,3.2,2.6629076,26.9,3.3,11.9,55.454,24.5,4.606,7037.655,76.17655531,0.977350641,1.283007137,0.23590559,0.30968267,10.22513599,13.42294351,0.429599471,0.563952347,0.886502434,1.163747075,12.68000031,40.95999908
2019,Sierra Leone,SLE,56.67575956,9.249842186,34.07439816,9.12992668,3.2,7.447011948,29.4,3.4,11.7,59.593,28.2,3.203,7732.001,69.31470045,1.143001179,1.649002551,0.275267625,0.397127338,11.46165473,16.53567665,0.48844287,0.704674286,1.048927773,1.51328328,12.5909996,41.7840004
2020,Sierra Leone,SLE,56.67575956,9.249842186,34.07439816,9.32588673,3.2,8.809548378,29.4,3.4,11.7,59.694,28.2,3.508,7912.567,70.0912277,1.141448171,1.628517874,0.282317341,0.402785556,11.34296238,16.18314124,0.462992608,0.660557138,1.014205556,1.4469793,12.5909996,41.7840004
2021,Sierra Leone,SLE,56.67575956,9.249842186,34.07439816,8.55334377,2.1,9.442235947,29.4,3.4,11.7,60.26,28.2,3.556,8094.615,69.56375925,1.20348951,1.730052434,0.291965482,0.419709178,11.84089425,17.02164228,0.503230756,0.723409375,1.09404976,1.572729496,12.5909996,41.7840004
2000,Singapore,SGP,13.67140191,6.179360483,80.1492391,3.343364,9.5,3.32130003,,,,77.95121951,,3.7,4035.254,16.5682735,0.291461472,1.759154158,0.019615403,0.118391352,6.070266162,36.63789207,0.099814209,0.602441821,0.314105569,1.895825592,13.85099983,31.24699974
2010,Singapore,SGP,17.33075178,5.215691265,77.45355882,3.1982615,9.5,3.080440044,,,,81.54146341,,4.12,5077.024,19.11569216,0.116819434,0.611117992,0.014895856,0.077924752,6.218383843,32.5302573,0.053089282,0.277726181,0.509797515,2.666905862,16.06800079,28.00699997
2015,Singapore,SGP,20.17741399,4.072084717,75.75050458,4.18061399,9.5,2.863093376,,,,82.74390244,,3.79,5525.338,21.13227652,0.081932813,0.387714087,0.006951677,0.032896015,6.38471482,30.21309518,0.032442891,0.153522935,0.674047091,3.189656782,15.37800026,29.35700035
2019,Singapore,SGP,20.70522046,4.273530502,75.02124811,4.35299158,9.5,2.729510069,,,,83.59512195,,3.1,5669.566,22.56804485,0.082116169,0.363860358,0.006589589,0.029198759,6.785554478,30.06709053,0.029942788,0.132677811,0.911186396,4.037507024,15.37800026,29.35700035
2020,Singapore,SGP,20.70522046,4.273530502,75.02124811,5.61608791,9.5,2.686990023,,,,83.54390244,,4.1,5620.155,23.08840538,0.07964814,0.344970296,0.012702596,0.055017206,7.506409437,32.51159755,0.02233982,0.096757745,0.963732657,4.174097954,15.37800026,29.35700035
2021,Singapore,SGP,20.70522046,4.273530502,75.02124811,5.16690779,11.6,2.824709892,,,,83.09268293,,4.64,5546.289,24.10186464,0.07781778,0.322870371,0.009376293,0.038902771,8.063273725,33.45497888,0.020743808,0.086067231,0.847654502,3.516966485,15.37800026,29.35700035
2000,Slovenia,SVN,5.372165303,8.427212144,86.2006232,7.80406952,7.5,6.130482674,20.6,4,14.6,75.41219512,2.5,6.92,1986.832,18.32189715,0.480505092,2.622572806,0.07258095,0.396143202,7.583711995,41.39152149,0.042323404,0.230999028,0.168744643,0.920999839,24.90200043,20.30200005
2010,Slovenia,SVN,3.826723952,7.843143697,88.33013173,8.56503296,7.5,5.545460224,20.7,3.9,14.7,79.42195122,2.5,7.236,2044.614,18.24095423,0.232774201,1.276107585,0.069449596,0.380734447,7.178856791,39.3557086,0.020868411,0.114404161,0.212423491,1.164541552,24.18799973,20.51799965
2015,Slovenia,SVN,4.673774657,6.821960519,88.50426858,8.49823952,7.5,4.909530163,21,3.9,14.5,80.77560976,2.5,8.962,2059.961,19.53509776,0.302448575,1.548231693,0.173176987,0.886491528,7.870952664,40.29134004,0.02590352,0.1325999,0.218500332,1.118501349,23.43000031,21.39999962
2019,Slovenia,SVN,2.654956395,7.356944222,89.98809968,8.49057198,7.5,4.891530037,20.7,4.2,14.7,81.52926829,2.5,4.446,2083.451,20.00046505,0.34918835,1.745901151,0.365695099,1.828432981,7.756301276,38.78060462,0.0159092,0.079544148,0.122900047,0.614485946,24.16799927,21.19799995
2020,Slovenia,SVN,2.654956395,7.356944222,89.98809968,9.42807865,7.5,5.383739948,20.5,4.2,14.8,80.53170732,2.5,4.971,2102.421,23.35447853,0.402816635,1.724793961,0.465876868,1.99480741,7.520147781,32.20002438,0.013802424,0.059099689,0.136440536,0.584215725,24.25499916,20.95599937
2021,Slovenia,SVN,2.654956395,7.356944222,89.98809968,9.48055363,5.8,5.365260124,20.6,4.2,14.7,80.67560976,2.5,4.744,2113.497,22.6486273,0.298454883,1.317761464,0.351200057,1.550646105,7.042606129,31.0950683,0.01646808,0.07271116,0.11829049,0.522285471,24.48800087,20.71800041
2000,Solomon Islands,SLB,41.39684612,9.544729429,49.05842467,4.82778931,15.3,7.333270073,35.7,1.9,9.1,67.116,12.6,2.45,440.492,3.257151241,0.165190769,5.071633352,0.026416594,0.811033705,0.9653961,29.63927766,0.039009695,1.197662991,0.054182309,1.663487653,14.02499962,36.5379982
2010,Solomon Islands,SLB,28.10383799,10.34976365,61.54639956,4.66450787,15.3,7.47837019,35.7,1.9,9.1,68.669,14.2,1.617,532.996,3.932024105,0.280499316,7.133713044,0.040776691,1.037040715,1.41269068,35.9278235,0.053388414,1.357784495,0.081531959,2.073536606,15.92500019,33.60100174
2015,Solomon Islands,SLB,24.58431183,10.27398591,65.14170401,4.44853306,15.3,7.47837019,29.2,2.8,11.4,69.323,18.3,0.735,639.437,4.534805008,0.352024805,7.762732999,0.045713904,1.00806769,1.690597423,37.28048769,0.060382051,1.331524755,0.104551298,2.305530177,17.35000038,31.39900017
2019,Solomon Islands,SLB,23.39944205,9.768860121,66.83169878,4.43728065,15.3,7.47837019,29.2,2.8,11.4,69.981,18.4,0.743,728.169,5.240980301,0.446991033,8.52876767,0.059861221,1.142176035,2.03173515,38.76631915,0.067106715,1.280422961,0.108607709,2.072278523,17.35000038,31.39900017
2020,Solomon Islands,SLB,23.39944205,9.768860121,66.83169878,4.89478445,15.3,9.643546104,29.2,2.8,11.4,69.258,19.4,0.864,744.514,5.483604615,0.472672327,8.619737568,0.062045282,1.131468925,2.131579592,38.87186881,0.069204312,1.262022287,0.113538983,2.070517321,17.35000038,31.39900017
2021,Solomon Islands,SLB,23.39944205,9.768860121,66.83169878,4.94758463,19.8,8.332326889,29.2,2.8,11.4,68.89,19.9,0.884,762.616,5.814551107,0.498832183,8.579031703,0.059709989,1.026906249,2.196255218,37.77170718,0.07028392,1.20875918,0.120161444,2.066564414,17.35000038,31.39900017
2000,Somalia,SOM,70.95346295,6.532828136,22.51370867,2.81839299,4.3,,,,,50.747,70.2,18.98,8838.726,145.5821362,1.983669255,1.362577379,0.375274404,0.257775036,11.68509392,8.026461369,1.046373932,0.718751599,1.819066099,1.249511888,12.60000038,35.59999847
2010,Somalia,SOM,66.16934765,8.770282374,25.06036983,2.81839299,4.3,,,,,48.9,71.4,19.031,12261.761,193.9278841,2.681619852,1.382792301,0.511552478,0.263784901,13.75249683,7.091552047,1.295806231,0.668189743,2.541201071,1.310384571,10.81700039,39.18500137
